point_id,point_name,f1_O3,f2_C2,f3_O3-C2,f4_H4,f5_H4,f6_H4,f7_H5,f8_H5,f9_H5,f10_H6,f11_H6,f12_H6,f13_H7,f14_H7,f15_H7,f16_H8,f17_H8,f18_H8,f19_H9,f20_H9,f21_H9,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
11,ETL-SAMPLE-50000010,2.673610761122857,2.8341335588614287,2.0713062475180717,2.1312647848760014,2.4304075021108638,-2.110637690000141,2.080323004184255,0.5999417698877013,-2.025584510395144,4.104398600935793,1.2137451966131656,1.8078830312458831,4.149586818859768,1.5593504818070718,2.5565508255454747,4.125903137107604,1.9813041877937108,1.8153458907974223,3.7320209333588443,1.3596624185462187,-0.43799184195802554,-155.045889647628,-38.039456512,-0.00026999190734,0.57150460958,0.02209431280454753,0.5699455148599852,0.024495467406137228,-0.2943532585512572,0.009473466458542551,-0.019898570893100792,0.49238104096807844,-0.07588589908014008,0.22163802061673665,-0.7496334857314751,-1.8980561133966523,-0.01649962853018359,-0.14516149178985494,1.2163438924267784,-0.08355131920021318,-1.4902165730087642,-0.23256910727913388,-0.3685238608173504,-1.095780868850034,2.321019231545112,-0.2804770898354224,0.20131606728447524,-0.8193505310996805,-0.2950775389611065
12,ETL-SAMPLE-50000011,2.676328192128927,3.031005105402846,1.7904661397568322,2.0683542213162185,0.5436674438870233,-2.127845896070141,2.0711391038155273,2.470836106033719,-2.2337267881921297,4.19849772317607,1.1212299183403633,2.0581795571393386,4.172419956844556,1.6423198244076669,1.2988360226830877,4.313406637050154,1.9466150435788563,2.0243986316371787,3.767592507900737,1.4266468544041888,-0.4679880647815749,-155.041121587984,-38.041414108,-0.00039177182703,0.55995448684,0.013415953740704915,0.6051464901149513,-0.03274226686895229,-0.13724861129792104,0.028060210930674817,0.02317251755730901,0.4558768348414473,0.08128144607684291,0.26532950528284227,-1.188942659086901,-1.898222767402092,-0.07266885044268759,-0.21831375616187165,1.078534198178234,-0.6449739147321704,-1.3383342209733111,-0.3189958771021337,-0.24466913192771667,-0.11482371201581022,2.3016069715356364,-0.18311394214617543,0.2900206517722886,-1.062936685644794,0.24048687000871735
13,ETL-SAMPLE-50000012,2.5487558719391625,3.0095966113376575,1.9663828306226725,2.0625866573806895,0.6636491666988716,-2.2439421816244396,2.186013253178312,2.4332819993379253,-1.9130301472030875,4.3771603867303694,2.012974977008067,1.8157962030160273,4.247044668293061,1.4555418084577672,2.412364575912653,3.8340504971531373,1.1270026704243699,1.6148798480443876,3.47193175789686,1.3768099505250821,0.4771687314952441,-155.035827886174,-38.034876594,0.00012116438778,0.65035299529,0.0819887396778457,0.7105662485674141,-0.005975474238318679,-0.39657957543580147,-0.16175770337424744,0.04877865105494177,0.3995590458438772,0.01857998642876768,0.026907430264051235,-0.6887707492884475,-1.8326252318398613,0.36054381831216176,0.1652763726399422,1.1204702545898617,-0.18925761419281123,-1.6923572530669293,-0.21010841431164035,0.15885692520896705,-0.7855370612942199,2.4885188743742925,-0.6013989236534981,-0.6435636873481773,-1.0843646076303792,-0.09110147542641236
14,ETL-SAMPLE-50000013,2.6648781706434526,2.833845134457335,1.9980487983547615,2.0761758079880095,2.394711141513289,-2.1637281576133423,2.0554039125198633,0.6229461770068394,-1.8544433155338924,4.14534104901924,1.5939224628384931,1.5409599557263332,4.231555617838252,1.2094412722553005,2.3037319576726047,3.81652755041782,2.052079702420405,2.2274275609538368,3.686666564718421,1.0836057244267763,0.0686719615608802,-155.037601904692,-38.038486992,0.00016879684607,0.58621176706,-0.015716727406747955,0.5663694146930967,-0.009396413739385788,-0.3805845522592681,0.1153965926555696,-0.09935757093474859,0.3533735965351001,-0.07360101288592731,0.2603766540495681,-0.8358017849896111,-1.8650791228136367,-0.20146032664147986,-0.2773464517663223,1.2256662568367092,-0.030237404972647704,-1.577422306930326,-0.07145025623268153,-0.7147255677429772,-0.6284583189788201,1.8210565468785158,-0.09627083207886118,0.512648298356693,-0.7876793848080046,-0.2879973895226437
15,ETL-SAMPLE-50000014,2.801642089270716,2.764168177493056,1.8952383408028368,2.0595934586125306,2.6139965537291165,-2.0880996278850663,2.0649459628139213,0.6610169876462524,-2.1348389530444045,4.124585543453838,1.0939879921716436,1.8018363681495777,3.9697015484354807,1.874990802167797,2.355624075699616,4.09694690078395,1.850584990818691,1.5258238776369208,3.687162276339881,1.763555219031287,-0.4552012333761631,-155.040798290687,-38.047438958,6.2900614679e-05,0.48219882515,-0.01567833925612755,0.4598578536950264,0.04320002766287743,-0.1336969402828732,0.0037544690996479963,-0.02372148514436769,0.37027244587945213,-0.06901559385463517,-0.21204807042768334,-1.0637458145363845,-1.957090510359013,-0.08800641982683183,0.20826360542449399,1.1985478611583391,-0.38798120596425084,-1.2417030644180775,0.20491118299410851,0.49862513082453336,-0.9079016481992905,2.26040350361624,0.5035989043688343,-0.2590441894081519,-0.6948684948985683,-0.3495090886044574
16,ETL-SAMPLE-50000015,2.746763962522762,2.776113097489032,1.9925163169005033,2.021316173432578,2.601352802728724,-1.9052652724133101,2.16698323057108,0.5242607445766131,-1.984427922033594,4.001915843807788,1.8783241746195938,2.3201555781528134,4.013552005606131,1.7044655507576425,1.5084544050606892,4.068952523113119,1.0780337706858552,2.0857843451052798,3.7154708845431665,1.9618530662774187,-0.25420705659360016,-155.033411676502,-38.046183759,0.00036028025786,0.50410744672,-0.05698109241660548,0.549045411325614,0.08448591611249272,-0.05872524407244623,0.024735912313994274,0.1111260564798084,0.3984405097574433,-0.22219589528697645,0.08409856869458512,-0.9401947541010328,-2.186776766737761,0.04910128621250357,-0.006103833664085258,1.0649121227156675,-0.03227232144696737,-1.2040485947034638,-0.16880161273895958,-0.0022371897058916113,-1.1919669410175924,2.1159497960421536,0.18555635387440067,-0.192633118295905,-0.5996058451773043,-0.48939418931919776
17,ETL-SAMPLE-50000016,2.7269426373732273,2.9014458253463355,1.9480561205473377,2.2555072698645366,0.7275253214381967,-2.412282671069692,2.056751450728826,2.5060825812241725,-2.059897994388461,4.105783041875263,1.8459967401235298,1.5133927956182676,4.075334806157474,1.7901850939289763,2.399689605373882,4.0315790548017185,1.092831606318287,1.8273662778815893,3.7615229434832838,1.379781861770017,0.45797605033305955,-155.041552626519,-38.039219018,-5.1700037628e-05,0.50593993834,-0.048631035098546334,0.5492569869201533,0.026521966032367145,-0.38322647607998417,-0.03879829064158657,0.14415586283040532,0.49838792379997016,-0.018162231366233825,-0.170710903889372,-1.0371355382612688,-1.7499288653627014,0.3693473858202729,0.15222690295059094,1.1604481394015311,-0.46161179087785215,-1.7569653818773856,-0.2234128110351851,0.42510708662870633,-0.43386627422501167,2.4869614356096323,0.15846586782221703,-0.8918685321229336,-0.9349218627423003,0.03466423772403965
18,ETL-SAMPLE-50000017,2.8024789529435377,2.9469261548314765,1.9114741967201023,2.2229229788457827,2.510136567540626,-2.073710262368101,2.1197123133002815,0.7436281727631362,-2.0707416231848357,4.109738345591064,1.7669849627724243,2.3926961995994516,4.145759694547564,1.7708913409622609,1.4809146603874173,4.23056016827111,1.1144927065572818,1.9421605295312148,3.5402141267345315,1.589958014766199,-0.5435921119368622,-155.039913712863,-38.048030974,1.5309486417e-05,0.42235061052,0.01782680195786268,0.5117343051037145,-0.001533648437045787,-0.36456220536726464,-0.007330926525707932,-0.06326765010512654,0.3610769579957614,0.028189589991267118,-0.1707463471551608,-0.9351088143010918,-1.8924408625012323,-0.12663429821272168,0.11409784669044819,1.327970687851542,-0.31552289764540453,-1.587214775331318,0.1796715162434372,0.5941253971300229,-0.8890949849107012,2.428649469700703,0.39067900216830503,-0.10299129625041872,-0.8432581216116533,-0.19119539831651056
19,ETL-SAMPLE-50000018,2.5990353494119964,2.934657793107972,1.8649883803483014,2.1675254019254035,2.4222751830745066,-2.1069021388483797,2.1479329780111325,0.47388704459400577,-2.062494820892404,4.17237977145652,2.014321942441203,1.7143394634586548,4.045329380123981,1.1614410238590906,1.532772546881671,4.072654658398256,1.4676475691996789,2.3464995006687754,3.5863549869561866,1.8193770653599524,0.4600549808903234,-155.045070733772,-38.045170213,-0.00037623298337,0.58758206159,0.02276194362309905,0.6994054833807082,0.03606415574922406,-0.25888654909362474,0.017629699719815813,0.11005765783888996,0.3925011781965517,-0.04693087260192693,0.5678962394896239,-0.8537276391302004,-1.8898558818052504,0.11432507987508753,-0.27586105931612,1.0682533761974495,-0.3495441189990864,-1.3262721878933519,-0.4280372402207563,-0.6974331981229211,-0.6907633251564944,2.660785486814935,-0.574456702391798,0.20861815537609082,-0.9908274718128208,-0.08238736098262961
20,ETL-SAMPLE-50000019,2.6861592119838953,2.912009360419769,1.9200446288822777,1.975184318756495,2.46739890932971,-2.130733316551052,2.0064358931498982,0.6007119394122682,-2.2164530270418834,4.115669704685071,1.4011414607945216,1.4457806590027946,4.0881593644155965,1.276937823528269,2.336783932318673,3.9835293193582624,2.0661437320581686,2.0841035282053544,3.612871673216943,2.010529271665646,-0.22368284327295127,-155.044045941281,-38.033249098,6.6253120718e-05,0.60826748326,-0.006266984385935349,0.5184944579403031,-0.054833219750603956,-0.20684908548049025,0.003461755325032069,0.08410324284483126,0.4348880231654411,0.039414882848925054,0.1580625859065523,-1.1043689341686982,-1.8850797927658949,0.13532427007369735,-0.0018720265384983416,1.1542362409556517,-0.37492435679083697,-1.3251412535724536,-0.02884224373199627,-0.2870267950957052,-0.2978324069988704,1.920097044920429,-0.30582870853385885,-0.10588291227265702,-0.8895883162432376,-0.07114614897426755
21,ETL-SAMPLE-50000020,2.68245598816469,2.8435336120606816,1.8396594660160335,2.060535905517509,2.4606521821348797,-1.9854044056145588,2.0210785974930614,0.5063149451080639,-2.1219271696666775,4.27749754022725,1.812058288875007,2.2411962683184075,3.9654285766737187,1.7997258300889512,1.3530521917869949,3.959259623036693,1.0382130489048915,1.8850874942155886,3.735125681557188,1.524909885999957,0.4520308621191782,-155.039417456965,-38.042873973,-8.6951802096e-05,0.57873757656,0.04474044262868199,0.5916895701062159,0.016648489956297065,-0.17856675128537866,-0.060210431945873534,0.0838388918303318,0.2857341896975693,-0.017182536165332503,0.426092496543799,-0.9622678432906577,-1.911721955725369,0.21987142490797246,-0.14801961838367378,1.1202085550609604,-0.33574159951972893,-1.249063321795849,-0.4732517999992823,-0.10527007084352219,-0.7354523549257435,2.1507879086838892,-0.2662102442454057,-0.2845104924485271,-0.7602488280852969,-0.08552167853618635
22,ETL-SAMPLE-50000021,2.640847308042588,2.941043288503403,1.9537140063138234,2.089736654302882,2.400698543718564,-2.1052491166011964,2.169966857825362,0.5197576977912471,-2.1274516780686383,4.065439474782974,1.4279357383130897,1.4363024941369948,4.2322097501577165,1.2312457737505695,2.23843765214345,4.048339864753888,2.0613838573801804,2.0002895365860507,3.597695022175038,1.6123807836354775,0.5034880284560648,-155.040942684703,-38.040815855,0.00017671793652,0.57771927039,-0.012109081618851006,0.6334278945182742,0.027030405657531446,-0.29681091390886727,0.020267293556725283,0.09346850324523284,0.42270136117781393,-0.03427642543892664,0.4579123664069436,-0.9493113099176279,-1.877736559964417,0.1752263896260188,-0.20015819378177313,1.1839401960331506,-0.2564102257644981,-1.4431054419770906,-0.43492989861012854,-0.8384831960661386,-0.4495002561191731,2.1628672182223387,-0.4668399004112495,0.012374833754910566,-1.1105173667338057,-0.13788784483370106
23,ETL-SAMPLE-50000022,2.7241531886121946,2.9033951495750108,2.1485190760150923,2.0479786681135583,0.6867149003799143,-1.9178535452836591,2.1236230606662265,2.577424081124609,-2.0964215753481135,4.144535762010002,1.2869725794803455,1.7618011204421686,4.241296865022836,2.0403336108940224,2.033865737410412,4.0086351816925445,1.4995573110250329,2.690372871239804,3.6715752597374065,1.9072046242950513,-0.40690690789650985,-155.036757078211,-38.039119636,8.8250838923e-05,0.52329479903,-0.0028981478492502433,0.5292370768770649,0.0069595318587036825,-0.23382244586168818,0.0544130941589641,-0.08873573148754937,0.5382263362894045,-0.12652055988783723,-0.2830887470761963,-0.7301285001012033,-2.04534683686718,-0.25860101251827333,0.05216623297549315,1.1121257726440972,0.15237771548522555,-1.306943076437558,0.48707117152083274,0.22880430861664278,-1.2915926835888905,2.076794172738475,0.07587659736864895,0.35541052226129094,-0.5536884227844535,-0.2594609712499498
24,ETL-SAMPLE-50000023,2.6159808988189015,3.005616122202972,1.8765030756238736,2.2214640952012075,0.727803468207172,-2.2549593114406834,2.14053577856153,2.614798659039827,-1.8953784245646952,4.351136106547233,1.9657096416189643,2.058033172174454,4.264320590813089,1.2111236731955226,2.1787186475077194,4.1271283452761525,1.6108710883744968,1.3854233452952458,3.8588699175676395,1.866021913059616,0.2926130780416711,-155.025206920359,-38.040695584,-0.00029828759876,0.58079744646,-0.0017889613171868657,0.71131877967698,0.0453055652032704,-0.3130388561747858,-0.099350909119307,0.07374849178251079,0.4230793799613352,-0.03546785425047831,-0.45738758376302335,-0.8989901994513748,-1.9316235797468486,0.2680522285006845,0.36243654129044683,1.0709775079220245,-0.3860844877837095,-1.4999639397629563,0.44698434108905377,0.7112522456586556,-0.44648665791161635,2.4177875101058453,0.13385817595138294,-0.5959820189902857,-1.158768976146754,0.11840223045866552
25,ETL-SAMPLE-50000024,2.6982836353096635,2.8443001462412947,2.100828078743521,2.0205966930156296,0.4737550483847769,-2.313517232617434,2.10279069098357,2.354150543399636,-2.1850420515370614,3.835964109165139,1.5147584991401675,2.674486703786907,4.073312591971041,1.1196130959401764,1.887662550325916,4.193206098208616,1.9574678049426162,1.9105645861185303,3.6480784196756506,1.6873085157049512,-0.5038802865481736,-155.041985233371,-38.034697566,9.4501177537e-05,0.56069909329,0.05950893337828719,0.4981841927564915,0.029712916084687513,-0.2346934004714856,-0.03188158335258057,0.13512994943648893,0.6644030665875758,-0.07815455761992499,0.7416834323815183,-0.8922618773946558,-1.7058498907185402,0.23163653558622896,-0.2725945340067246,1.1109780185163587,-0.2391659083952459,-1.0998231356691126,-0.5867038210686472,-0.7509047346138742,-0.6795173704994333,2.30719208711245,-0.6892034187013151,-0.2136381330396104,-0.8473581277530455,-0.011796925985759533
26,ETL-SAMPLE-50000025,2.6984301429787036,2.774799384292175,1.9009187968891461,2.056208763938089,2.3992530575216766,-2.1378081867890897,2.027684205474659,0.6415309455546893,-1.9799410663754864,4.016996943259346,1.1642058559672042,2.15656802435016,3.9510494934580547,2.04513699576515,2.1558896250105124,4.002576662997905,1.5308928294897108,1.3836996524797658,3.83955535646412,1.7446822504091488,0.4196078802078351,-155.040111640985,-38.039859638,0.00027396477586,0.57499666994,0.0056733433122125275,0.5348095244166062,-0.017216881637861003,-0.38404593083384286,0.05086916200009123,-0.018379815310488448,0.2762573172084211,0.02050226502607652,0.24469512169503627,-0.9134213478062632,-1.8041533675205383,-0.11549515079301241,-0.13661358651379185,1.259442711805216,-0.2615960204996471,-1.6576201357786398,-0.04240304729440571,-0.38381435602009895,-0.6189113680058457,1.7808685431458016,-0.13063913473769886,0.2916688211402132,-0.760912391624026,-0.1755463458023364
27,ETL-SAMPLE-50000026,2.7766557395047067,2.9164658060904296,1.8116340501413024,2.0879303415156625,0.7661912811980635,-2.181031883725659,2.139504468708587,2.5909503473398994,-2.034576861516831,4.051517779257305,1.069661500137351,1.7958958747350888,4.248362353991288,1.8619291675225933,1.4514330264784785,3.9295550236315657,1.8074592120014001,2.3307338748938147,3.573184346402316,1.9427817779263363,0.37711366150843867,-155.038943798313,-38.047394844,-0.00032038269292,0.46176010478,0.01745218540496428,0.5154215392234477,-0.020273694319280444,-0.33297275980561614,-0.02637584161743916,-0.00887275401753479,0.3086063212385434,0.020591928212393137,-0.3527870928065414,-1.0070291082503633,-1.8294903989036015,-0.03983629893339277,0.30788340343929377,1.2240792626567238,-0.4188190852145037,-1.4526107553187482,0.38371900046637547,0.9830670254871522,-0.6418594278532289,2.4176997275042567,0.4754236532800155,-0.5343573087015934,-0.609816458853231,-0.15949296054065926
28,ETL-SAMPLE-50000027,2.782197941038908,2.9670887772881516,2.1176752129525602,1.993329109854451,0.5392287435672558,-2.0923052229660977,2.0954904645194836,2.57699730881249,-2.211923743139526,4.25567156024618,2.030055255218971,2.092255758874902,3.9430857397284247,1.3973625153107354,2.656345445474642,4.589556308045878,1.379105759973171,1.7250907110947167,3.9375045645240325,1.9548114864066672,-0.06579981305301937,-155.023404616074,-38.034832205,-2.6983321445e-05,0.52312352681,0.0401446833796332,0.47199683551580074,0.031017187332277124,-0.08953463911604773,0.005670484918302704,-0.0316284076829729,0.6373627647352058,-0.17773812088451246,0.03766334811890787,-1.087550577833058,-2.0869022507582042,-0.06613144192017427,-0.0575959306078484,1.0146540424756851,-0.01718729547742871,-0.945424433046646,0.2802958837731332,-0.06301553679059632,-0.8419819787058902,2.3304116783929674,-0.4037864662392414,0.2100046375704382,-0.5402533320713304,0.07035166454169961
29,ETL-SAMPLE-50000028,2.6990920282413526,2.9102589015504474,2.013864714494518,2.0161201928921413,2.484215347791325,-2.0499460718738653,2.0959469711343166,0.610785620511502,-1.9054928033069354,4.044785458152505,1.1461487424099133,2.2664845397223163,3.990704578217008,1.959281691339771,2.318885337546909,4.076569420305598,1.775007454067529,1.5549279700610015,3.857973589272699,1.2959406868157175,-0.32549232966014974,-155.029856916012,-38.039925979,9.0932775069e-05,0.55971869027,-0.031840975470344104,0.5732264189358285,-0.02793033161165645,-0.21840491776935708,0.07574532700151754,-0.0021260874809887593,0.40431839793040203,-0.06961727976205569,0.11563585516180752,-0.8661972387105759,-2.0351911591105645,-0.08694701137545474,-0.16575372560858762,1.2076711283202066,0.016145304549428877,-1.4261270846767173,-0.1875097913956562,-0.24668840123821664,-0.7822950875787268,1.8984919670748377,0.08278612359375992,0.29193201302262384,-0.7822325269921032,-0.42318339209407807
