point_id,point_name,f1_O3,f2_C1,f3_O3-C1,f4_C2,f5_C2,f6_C2,f7_H4,f8_H4,f9_H4,f10_H5,f11_H5,f12_H5,f13_H6,f14_H6,f15_H6,f16_H7,f17_H7,f18_H7,f19_H8,f20_H8,f21_H8,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
11,ETL-SAMPLE-50000010,1.845340741871789,3.7320209333588443,0.7385319564236286,6.216575008550395,1.3894025446192058,0.5187340417294751,4.6934209765830115,2.0061313294686194,0.8872314788074427,3.9640715229734598,1.3009988466434295,1.2170801910481537,6.787498569842497,1.1185148226610253,0.41142718915202803,7.812096874580789,1.4326389326853992,0.714669472983095,7.137387360037748,1.5447391960227768,0.2839468493895249,-155.045889647628,-0.48793004212,2.4547551588e-05,0.57543935699,0.0014439732299001695,0.16973100330662616,-0.001210874085919831,0.008701323617158974,-0.0032898502346327256,0.002497979536694749,-0.020063267847066028,0.004468963148612043,-0.0056163850629884285,0.08509929688953809,-0.0026028705949254966,0.002761402783213037,-0.010098193405666495,-0.07913792207026853,-0.015114434203876658,0.12812317922196415,0.009409137802440282,-0.012335360139625037,-0.16888755724349547,0.006472347112881786,0.008455073152804495,0.02696791953940029,0.14749809055665994,0.05411590442054925
12,ETL-SAMPLE-50000011,1.8830536014838763,3.767592507900737,0.7295227399163213,6.142319308927924,1.4227307945160528,0.3629578942854522,4.155287715357471,1.2254005700380546,1.1254002436287096,4.701081111306902,1.9764783465091442,0.9124426777739431,7.271254362749825,1.1814163747394706,0.5069466815229171,6.16208528565557,1.4169735940109218,0.018190644589031277,7.638544545148062,1.6234859288407164,0.37666235074395904,-155.041121587984,-0.4915221321,1.3437123788e-05,0.55067784061,0.002158849333284897,0.1780712715358843,-0.0017896520900090446,0.005491816727944198,-0.004477882274702065,0.0020904176096259255,-0.013389269884975873,0.0044360835729671845,-0.005790724391129214,0.09750052899792704,-0.0026707749455737685,0.0031066361507443184,-0.007889795380130267,-0.10014972095274104,-0.013420132556678644,0.13043201266164312,0.005884178658297012,-0.00936069898357396,-0.17987764315827862,0.002500054127307404,0.012363053926948475,0.0186533241002471,0.18263692624049008,0.04705028015762848
13,ETL-SAMPLE-50000012,1.7674956926756347,3.47193175789686,0.7849720578409358,4.409182613349045,1.320471930636304,1.4979346993187364,4.69431132288415,1.9839020646306005,0.819669941345094,5.112332247852156,1.3740140405289085,0.5001476574199962,5.245837225401019,0.9071134591986563,1.5642505368038389,6.2994110552257725,1.4663915220955281,1.4696404352565158,3.827432839729699,1.6107960899947649,1.8867480005589745,-155.035827886174,-0.48876063334,3.174525999e-05,0.57817095481,0.002453353148465117,0.17887050087812512,0.004274174126362305,0.011102382915736207,-0.004823676901162282,0.002719345290352052,-0.04286784620790801,-0.015394435542866944,-0.0033379551283077924,0.09101297585619869,-0.017423176333477404,0.0034078082122326065,-0.008233500043629301,-0.03356869291004544,0.029121219282595215,0.1436480332180524,-0.01290137213979805,0.005530069947053197,-0.18928102789765272,0.013179845410561806,-0.0010879167571714603,0.014532344794135078,0.06507839484988512,-0.03232088702141092
14,ETL-SAMPLE-50000013,1.8360584019865411,3.686666564718421,0.7548060132469039,5.301129393543061,1.0673015267298236,0.9381085248133967,5.367209102423834,1.7514458865596945,0.5464093194118471,3.8405985568160017,1.9316887292128249,1.1816220855455193,5.333916176485065,0.688046471304578,0.851466984124815,6.498659376339363,1.1380501536503043,1.2669725678934423,6.817734257359325,1.1339890043663798,0.7116819432929387,-155.037601904692,-0.49014254073,2.1543430695e-05,0.56984619143,-0.0024522303089393946,0.1732658388699296,5.459882422997886e-05,0.010114271152407161,0.005422787630055563,-0.002484439477026642,-0.02239874728166477,0.0021968285709109514,0.008495655676716242,0.08267336369238183,-0.0005929175628552276,-0.005589921760407146,0.008727041145706316,-0.07831034665061826,-0.013011531694221316,0.12175366088904548,-0.01980565355411008,0.013502944661286815,-0.16664560005240395,-0.013404612484709023,-0.0026105994172880976,-0.018002057044191826,0.14877970569574883,0.054224960302027066
15,ETL-SAMPLE-50000014,1.797664640470548,3.687162276339881,0.8268230885032992,5.94144533548853,1.7506928456334352,0.5326511058385467,3.973532193729961,1.8936649915112187,1.266745862918951,4.5998402791959,1.1391308287318205,0.9709592033270056,7.077247480955526,1.530842859286922,0.36435864783868244,7.3212449859192406,1.872294724663721,0.7595368151765596,6.336248121949191,1.9988528802763987,0.3100277060358649,-155.040798290687,-0.49397676647,7.7735751969e-06,0.56872239012,-0.002089060903663363,0.17908807355511974,0.0013141117130895542,0.014401048974088636,0.004832270331722211,-0.0023678836527734025,-0.03014175073691032,-0.001139033380216451,0.00754191207164992,0.08194187592888022,-0.004996743612849213,-0.00511656384797979,0.00867440419159664,-0.07407411890779843,-0.008448547409567053,0.13625288195094346,-0.013107693649153136,0.009744617793308222,-0.18375983970881132,0.005684370000711088,-0.005195829514047611,-0.022088191644770987,0.1594889272447918,0.05642861655336431
16,ETL-SAMPLE-50000015,1.7566212418104765,3.7154708845431665,0.7727922665132431,5.7830119293657205,1.954027680705316,0.6470133175751028,3.6814703861256937,1.5882564996463884,1.3260397800254609,4.999701967121973,1.197177981792986,0.6053914061780418,6.963362572862723,2.0185581066920335,0.8980607839365219,5.797349996613878,2.255796407892973,0.41985242297052394,7.2762091204883985,1.8011325671043563,0.46653030069426504,-155.033411676502,-0.49184502624,2.1952789487e-05,0.5855687775,0.00096177359995301,0.1739690963690537,0.0021973644857895686,0.01688203989651571,-0.0023660903895058706,-0.00013575944859639871,-0.036101610257872216,-0.002174267033735212,-0.002318155032674655,0.07516755483088129,-0.006402035716111053,0.0034890704937721485,0.0003533434095477148,-0.05798762909412006,-0.005706158164627139,0.14346114953483938,0.0009527365713050801,0.0007945093662347406,-0.17911296864089044,0.01556363677451683,-0.0022780046204836854,0.0005005765991988831,0.13241799986450203,0.04638815596486415
17,ETL-SAMPLE-50000016,1.8759282546573979,3.7615229434832838,0.7597370222959117,4.565031619703843,1.3317514967744297,1.4093535668015542,5.244445066232559,1.9504998064178025,0.8250428675784542,5.297458063162812,1.3645882651641517,0.5297845091300992,4.2679924778497025,0.914896196500032,1.675195763454695,6.532496175654196,1.2773430284943839,1.3053056693093497,4.739683507481787,1.636570200510197,1.721303261775751,-155.041552626519,-0.4895119861,2.084689483e-05,0.55735016871,0.0030969170826892767,0.17726273185222208,0.0004433808318250118,0.0043791536749069335,-0.008510110744501085,0.006327232503238922,-0.022862540386791648,-0.003854863931322031,-0.010987395107569013,0.09520620209040158,-0.005503380544105191,0.00814794382820921,-0.022323131790258865,-0.06153774208258836,0.0017571050163703538,0.12165190974972452,-0.007419758243611702,-0.0006811948189537276,-0.15773046050821862,-0.012112495198968063,-0.00043252586382624833,0.051074556912265444,0.06850474781579174,0.03551880017647934
18,ETL-SAMPLE-50000017,1.8459626359133947,3.5402141267345315,0.9036831980140176,6.1117099892721685,1.587624635887979,0.5934368191070126,4.1052779997268845,2.0113002866131175,1.28076876920098,4.098135639279474,1.168194524305917,1.2793648342045478,7.5663974047378275,1.6903167976680895,0.7978515522314754,6.497344577150247,1.7211606378594002,0.3045002564880024,7.210452417752151,1.3282441205936883,0.5579471483032182,-155.039913712863,-0.49141867776,1.7113835227e-05,0.55542103883,-0.0005607391613054041,0.17822369462386414,0.004615431021499028,0.007831149192577783,0.0011795172062422517,-0.0003480330342449091,-0.023062319287089586,-0.008683427366062145,0.0012336153959000328,0.08513498237076178,-0.006425808923143197,-0.0011686891832935439,0.001056989134028554,-0.0778867454524131,-0.002992549671607066,0.105231290296493,0.00017297068684285835,-0.0002854008652552243,-0.1609872212480901,-0.015137702036463925,-0.0013095357664859699,-0.0029106290312905904,0.14903572563460243,0.07118995999768837
19,ETL-SAMPLE-50000018,1.8510784800707814,3.5863549869561866,0.7698301106319682,4.2550727502713945,1.9045510768459368,1.4535122157542697,4.79757460828859,1.1350738128804587,0.8017344890248826,5.1379334016361,1.812614070792586,0.5173987676679288,4.353845771517432,1.639021759214495,1.859834959164647,4.443211720122023,2.387406752763968,1.501284787344459,6.239500596346584,1.863348580313372,1.376450195436251,-155.045070733772,-0.49063430507,2.4153848988e-05,0.55887063208,-0.0035145451508097145,0.17875664664688182,0.004514980373693458,0.004671394329709686,0.008529353752958265,-0.00680820291661526,-0.029010936657718266,-0.013374149032485742,0.008882928368287966,0.09788475221077624,-0.01236640377599841,-0.005953865036053975,0.022225643688961006,-0.05107289999613702,0.018052741048019315,0.13876448574668745,0.021420955657219656,-0.002067482444842637,-0.16990246689083452,0.0020583454787626598,-0.002269848731908669,-0.04442645036148023,0.06129991560551392,0.003024409948478092
20,ETL-SAMPLE-50000019,1.7728100399161766,3.612871673216943,0.793939927475396,5.6439342256927425,2.0247320891275664,0.6831876374178617,3.855897150067566,1.4963218090174313,1.3206002482506374,5.020643666741112,1.2621332191899506,0.6557508956572011,5.894217958315741,2.174099871937001,0.29858537833838744,7.402190039835499,1.8508066536522068,0.6912180576302768,6.204613506280643,2.183670705568586,1.0270240578095242,-155.044045941281,-0.49013798463,2.1549601257e-05,0.58364474381,0.0006079215500623437,0.17299346477365465,0.002473931588568516,0.015099073350457962,-0.0017488477741062847,0.0006680864016127414,-0.03307739332169276,-0.0030572029496743394,-0.0029074744860133088,0.07656772747094184,-0.006782964231884638,0.0023112938289381996,-0.0031756889647036415,-0.061785193906115116,-0.005268955610487877,0.13713278084601266,0.005789105906683786,-0.004027178730597824,-0.1736166016497041,0.014452259939927334,0.00030862286815211095,0.009142496344011286,0.13509747338120007,0.047513997828116016
21,ETL-SAMPLE-50000020,1.7719279734183364,3.735125681557188,0.7264087254047115,4.262840306679149,1.503510455093193,1.4391908243105742,5.111083266907867,1.27945474740454,0.5244135551706688,4.85771425725616,1.9604128004353545,0.6473258535214607,6.270025923816916,1.3526941570463153,1.426683857183089,3.4774578845161077,1.1910006820231005,1.8552391205888743,5.044120799883787,1.9061833967571322,1.5675657022567977,-155.039417456965,-0.49204674769,3.1445089749e-05,0.58177988703,0.002141449899056007,0.17657600757439718,0.003562656523055322,0.010119012673276797,-0.009015593757290413,0.0075221408237227914,-0.04258596514520256,-0.013446050903489914,-0.018799635735241592,0.09114697769018142,-0.012499447908486623,0.014514061267091895,-0.026427566301687546,-0.029597386776591083,0.02472726119517443,0.14359697358542814,0.028619732171241734,-0.010754467021147109,-0.19228016686876803,0.0012389029944334918,-0.02963803475673331,0.05709128978681399,0.054364340128539856,-0.02169270290341118
22,ETL-SAMPLE-50000021,1.8132817851015546,3.597695022175038,0.7819765697397656,4.364632732755952,1.6245246462896528,1.513167112258021,5.058004471956084,1.2404791911895416,0.6573516926638198,4.997525039830545,1.9387868215555049,0.6391066204644198,3.5234519648406524,1.8347586103057447,1.9836505101361943,5.997075421534862,1.8536261707402661,1.5076588178892425,5.183058031327321,1.2526369506483868,1.6304637341581227,-155.040942684703,-0.49070873225,6.6193751112e-05,0.57074769689,-0.0023405626873342286,0.17747358193493512,0.006979843232721931,0.0017099368184377037,0.009633776263592438,-0.006188416594470793,-0.035263942545542624,-0.023895709714242902,0.01784357370740319,0.1106177985342431,-0.021193495139464544,-0.016171148482933308,0.020553999298619202,-0.04157424340125181,0.04348779188197361,0.1453057905150861,-0.017390378451869762,-0.00010014327747478343,-0.20652089423933254,0.01054532961534911,0.0305946035296471,-0.03446501390648956,0.0777222083867733,-0.04197558255751837
23,ETL-SAMPLE-50000022,1.8869743859971926,3.6715752597374065,0.8033824319485234,6.218974811245096,1.8327419201424293,0.6715636018293667,4.579885994450571,1.120013537377458,0.8286793706249181,3.8174061521599127,1.7537160646789636,1.3503078886326492,6.999670069703174,1.818602091183113,0.37363951518213473,6.845100297725563,2.1381865120115853,0.7592895146818452,7.611148552751521,1.694706452592689,0.8692888355506392,-155.036757078211,-0.48851614136,1.8313363198e-05,0.5592781374,-0.0009550942911985723,0.17160016667615013,0.0038320729530220837,0.0010252406954862484,0.001960012902234427,-0.003084448135832106,-0.01511226578406394,-0.005728810650737104,0.004133511228311432,0.10194753542828922,-0.009591556666523513,-0.000531953191629403,0.012155897670479409,-0.07986580023122078,-0.00634869134765894,0.1403946585871716,-0.005495669261465105,0.012328606487973976,-0.18107741306864883,0.01299152065244106,-0.005450099041701548,-0.03067792596430571,0.12892195126500894,0.06794236202909393
24,ETL-SAMPLE-50000023,1.799804606269825,3.8588699175676395,0.622263716499233,4.920892687362894,2.007110539000068,1.130338622257955,5.709010460981766,1.6252191851210753,0.3651116585690937,4.462823149374008,1.102741836524431,0.8051660569144529,5.98326760682125,1.8108946298700548,1.4063259144876483,6.751687290049498,2.100246205473752,0.9693396658585794,4.18881839870036,2.3115925003737545,1.4911167504524698,-155.025206920359,-0.48535885111,2.8073859201e-05,0.59803817713,-0.000453801811260781,0.16734548809510133,-0.005670742406731163,0.01784304910416255,0.0028243077092269114,-0.004443113637385655,-0.0308983977906392,0.012771172077459779,0.008167186608840079,0.0608470058274968,0.007328172469072176,-0.0005699682275557863,0.020816633979385265,-0.06472392364584911,-0.01993572652441683,0.1004319362524125,-0.011259032473028258,0.021480651643196607,-0.1411056419808215,-0.02419230845917409,-0.02686963000399859,-0.059305629362403654,0.13981950328800766,0.030499308160011167
25,ETL-SAMPLE-50000024,1.8616647430372568,3.6480784196756506,0.7968988688838574,6.253825862409817,1.6633742756928507,0.575926217335539,4.5273357313978915,1.1359045985404386,0.9222208885374497,4.202481658090577,1.8492769616405607,1.2467585869234041,7.47936933576083,1.5972058470713306,0.821718314615976,7.130400787441782,1.4434613682424258,0.39836478596767044,7.111640161426168,1.914941090790335,0.47271784869305694,-155.041985233371,-0.48901895337,1.5917104056e-05,0.56469244521,-0.0011860482404139339,0.17273576265231225,0.00024112053688973845,0.006842416511724276,0.002586845753189204,-0.0015985307899313325,-0.017826042353556292,0.001129203141173429,0.004334497152662282,0.08882739943152822,-0.004651561045031032,-0.0015146164778032424,0.006803050011079452,-0.08400352948298237,-0.01300179186763148,0.12359096730880262,-0.007163687241177188,0.008652442146072513,-0.16817759040084163,0.00467494121293263,-0.008382565684440079,-0.018444595471694462,0.15265194492667591,0.06379922597855474
26,ETL-SAMPLE-50000025,1.8398807212626693,3.83955535646412,0.6956340630237048,4.534997466786186,1.8020281561439464,1.314611760511031,5.072167750627413,1.1962600085943862,0.673898626496621,5.270348648545252,1.7715604981905755,0.44375064109998713,6.132254862546343,2.022384238106781,1.241590635613332,5.686347153091313,1.483280025251468,1.4577568707246755,3.7051706241245626,2.0482172245362444,1.751292563726911,-155.040111640985,-0.49202799815,2.3624104789e-05,0.56769212272,-0.0036763003816340373,0.17760644761012293,-0.0006131075695120572,0.007417085609209729,0.011960683253565804,-0.009873893970791952,-0.030248142324918858,-0.0024885135836058146,0.02412376411521908,0.09566149179400303,-0.00837241535197662,-0.01139058645455878,0.03690243042288772,-0.0536422940388032,0.0033430656746841667,0.14601768492137956,-0.031096599339713014,0.017914162701288153,-0.18056944488155716,0.015748933765201794,-0.007175231838020613,-0.08777560688650363,0.07850516670824942,0.023837621424946095
27,ETL-SAMPLE-50000026,1.813986846632855,3.573184346402316,0.8710873789572536,4.316893934617699,2.068186383749141,1.4361609041020562,5.392495910722424,1.6022943242581948,0.63925708036945,4.261866878683068,1.0877404129393553,1.0856205749985501,5.536777873663603,2.340941722396467,1.1856246869196023,3.839687637327756,2.1499324582580703,2.017210331203055,5.9427213246902,1.8053873882613818,1.530650879825404,-155.038943798313,-0.49321384027,2.9603839501e-05,0.56261533783,-0.0034489072194399464,0.1796084221209357,0.006698314300336409,0.009982367079164476,0.012773991562558377,-0.01113125250550094,-0.03041113605614534,-0.017595244401547718,0.023999681370423524,0.08216181147811097,-0.005139531852949592,-0.019231396163837507,0.03986888327232963,-0.06185105428360376,0.024382492897317278,0.11494450237972768,-0.03326728817326176,0.020512047597248603,-0.1512335656999752,-0.014323885262711122,0.028467197834355428,-0.08562608329453737,0.11739206462498808,0.0002986462391344147
28,ETL-SAMPLE-50000027,1.7246547449136056,3.9375045645240325,0.6589983460147733,6.06347402976738,1.9960401057767259,0.6968617965688595,5.273781786778969,1.3508410642765178,0.41637195232556495,4.373391206435111,1.4325693405375868,1.1401243160779875,6.594067095015412,2.1424867476669105,1.018784371982247,7.678508084035057,1.7912085744226252,0.7142164292365143,6.806598691478582,2.2458545690959864,0.43175257537632317,-155.023404616074,-0.48831280113,2.0737468775e-05,0.6061666018,0.0014884104014826621,0.16844627351352554,-0.0039559188194179945,0.02344289981102989,-0.004064345064488868,0.0007933179134720052,-0.039150741431346364,0.012599322555140314,-0.006172990504917453,0.05533495732265808,0.004230713649704474,0.006468326735295031,-0.003445744126856717,-0.06059016164591239,-0.026767223408623517,0.1198071191245175,0.014205172858880098,-0.006113025673616936,-0.160377042911249,-0.0031272804731765557,-0.004174520237472279,0.010910115619583011,0.17154581669224725,0.048767626277960496
29,ETL-SAMPLE-50000028,1.78246590512013,3.857973589272699,0.6704887763815794,6.194873782873012,1.286255606007989,0.4524182984823012,4.8673557378962835,1.9762955852649795,0.6745504147113716,3.9703195653325234,1.4351616819211932,1.1962202244818025,7.1479750656011785,1.1189421501419552,0.6766192087445251,7.621158084828959,1.484509712339242,0.440292813572102,6.501265333618248,1.254879324587477,0.11580537567919434,-155.029856916012,-0.48945444538,1.9448775724e-05,0.5935087226,0.0005489228547825437,0.16878514303265799,-0.0022076425959363655,0.016091812587277193,-0.0013347227948456214,0.0012231904278662649,-0.03085004883570166,0.006986005288918743,-0.0026380732479906743,0.07224253559378573,-0.0008738562428439023,0.0016069648275072496,-0.005936227146374702,-0.06687889919562388,-0.015393980586461093,0.13298655401810608,0.006286780200556266,-0.008802203565800073,-0.1699147013445522,0.00995322264344875,0.0022877007243688216,0.018359608452011324,0.15042101641108113,0.03825184613866224
