point_id,point_name,f1_C1,f2_H9,f3_C1-H9,f4_C2,f5_C2,f6_C2,f7_H4,f8_H4,f9_H4,f10_H5,f11_H5,f12_H5,f13_H6,f14_H6,f15_H6,f16_H7,f17_H7,f18_H7,f19_H8,f20_H8,f21_H8,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
11,ETL-SAMPLE-50000010,2.673610761122857,1.845340741871789,1.919823146258377,4.738444646130425,1.3318535169873007,-0.5029806403139775,3.9387823169893497,2.0972972092579374,0.09906638270472479,3.7729026782493014,1.286959146326111,0.4936277636284381,5.36879332500452,0.9854343674209254,-0.6446710457601326,6.547104579864428,1.405720218227091,-0.31872282508291083,5.391580597276533,1.5362988957615504,-0.8417338388023067,-155.045889647628,-75.425852669,-8.3897030698e-05,-1.1257618585,-0.010859175591970166,0.048060818629459046,-0.11559846666846188,-0.6275614004456661,0.0017531976650903879,0.0011823846570509068,0.1826732515447176,-0.29949728520319946,-0.2486732921792117,0.6146071428372665,-0.3424025926620515,-0.1517641557921163,0.049360165467356436,0.219295819420878,0.09175706430036334,0.09569139428699491,-0.30260852228231255,-0.14093407643633962,1.6656299953309868,0.8613364119876633,-0.5711392172579439,0.031830103107119576,-0.46727960639269966,1.9308220588069354
12,ETL-SAMPLE-50000011,2.676328192128927,1.8830536014838763,1.9239610069449644,4.459264334597151,1.3661658715788683,-0.700947967378694,3.8037526834084687,1.1919391269614326,0.40939546586715475,3.9614644209817538,2.0581926163602535,0.1343799753056628,5.853961149751214,1.0797795254095146,-0.5326475230488158,4.31137120780051,1.350019943345943,-1.1912986935105272,5.93122925100932,1.6386734451059777,-0.7236553034754257,-155.041121587984,-75.420317747,5.7837204261e-06,-1.108267631,0.020439824898493615,0.06089546715841436,-0.1489557720335013,-0.6780259649797542,0.029939486692271984,-0.03166809134310477,0.11145433111379123,-0.3956200922747837,-0.28501701611245267,0.642411347683271,-0.18481367398529053,-0.20482395957048843,-0.004322990058468448,0.14342297626164735,0.18492063403563888,0.044239522041754284,-0.17292935303589085,0.11332303999300955,1.711269386306802,1.013926535613946,-0.5663052628617873,0.36153517341101943,0.0703185177413618,2.225453063957594
13,ETL-SAMPLE-50000012,2.5487558719391625,1.7674956926756347,1.8443574849346023,4.633103641712125,1.3328103309080588,0.6029776118627879,3.8455502803993427,2.0829572507166363,-0.0819263369833102,3.702377738506617,1.2974329482910867,-0.5570225418721841,5.526954983339856,0.9462992295371037,0.6722006320075316,6.369468501138719,1.467543986392896,0.4536531069541363,4.6876390630937355,1.6034530205417628,0.9562612285410965,-155.035827886174,-75.421564426,1.4093594639e-05,-1.1914655974,0.002935890283233447,-0.0426848873257169,-0.179880895146188,-0.5770986411481219,0.014091202353958245,-0.005787049348226021,0.056228645338211876,-0.3215185496801418,-0.20707710591297418,0.6005462253805112,-0.47363064175894387,-0.1711212233366157,-0.004936951700155836,0.08754155866481081,-0.20972819078194296,0.2332360279037361,-0.3140783429474297,0.21541731190857433,1.6223354648033574,0.6890318520504802,-0.5786946905583771,0.11934560466437298,-0.01385941156121552,1.4438198347600735
14,ETL-SAMPLE-50000013,2.6648781706434526,1.8360584019865411,1.8951655868554027,4.625019275663005,0.9848087180750035,0.08607678420326774,3.951298948689642,1.8173374363995403,-0.44838787215953896,3.6214555733995097,1.9546287595624563,0.46561260853668907,4.860710600944041,0.5591766164253601,0.170303545817602,6.2547934157923955,1.1199628370973376,0.3369934023994317,5.716132986129696,1.0419034604797595,-0.28930617425992355,-155.037601904692,-75.41958259,-6.0745749036e-05,-1.1274154068,-0.016615299633167664,0.06341601903692687,-0.11138032407316989,-0.5908897543030638,0.006012883387012097,-0.006419466936880637,0.17266649890616478,-0.29284585834526594,0.3706616501943609,0.7759662266527559,-0.22830749844822917,0.10137452307108605,-0.1286778927406537,0.22999953210887863,0.0588114206184606,0.5618757210959067,0.7778833531702726,0.09530608742569838,1.6290461988711278,1.1082520599972934,0.35825170297044256,-0.020493113516628213,-0.4016480143636006,1.7363919498920428
15,ETL-SAMPLE-50000014,2.801642089270716,1.797664640470548,1.8230831460897903,4.519648433731002,1.808236190337055,-0.576520143904823,3.8683928424165,1.9027724643069064,0.436391983736724,3.9888218325610074,1.0673201070550953,0.09108118978313677,5.437220878929511,1.518782095822754,-0.8358987228017519,6.213331305078255,1.9282622177523119,-0.34466840728483294,4.862329621516893,2.142343365036991,-0.8739682606304912,-155.040798290687,-75.414940615,3.7290083239e-05,-1.0639662196,-0.011675972985622188,0.10646959276037346,-0.1484713738070533,-0.7337283058702752,-0.01974332870428752,0.029372656260957943,0.19349514113135627,-0.32672688664441546,0.25180187709134405,0.5569026829444546,-0.40389395915732673,0.17043358624965949,0.04998950909091706,0.24183721486961468,-0.10067900220802652,-0.06327759921116893,0.17039186169604528,0.1856414959892822,1.7257597361673338,0.7022987377311598,0.6696012308069839,-0.24995292979484773,0.2546090227611107,2.0706819137139076
16,ETL-SAMPLE-50000015,2.746763962522762,1.7566212418104765,1.9059779534779406,4.636169983905716,2.0560301543249717,-0.3274366980144775,3.6749525398214944,1.588287469929298,0.5727309037821855,3.8256605824734367,1.0735629450598865,-0.3283519338334874,6.150832892009971,2.083048919253748,-0.07840394174448566,4.7214305248633535,2.4604386931470854,-0.572524906642656,5.813832525227642,1.86056582662835,-0.6267905458058981,-155.033411676502,-75.414162627,3.9663613667e-05,-1.1122479029,0.021566518647554704,0.11983656403776866,-0.1311196528958157,-0.663040348920248,-0.008045054365903512,0.016549754950947435,0.214313761486106,-0.3471532573093489,-0.0885073573741132,0.7068657366772813,-0.8920574609761042,0.045974241737998106,0.01884391869572133,0.1893522944052636,0.021083880247233316,0.4940174077827049,-0.32973604603746554,0.3594312453269282,1.709305422916855,-0.03388263835866086,0.16563111793586066,-0.12318684136874276,-0.5294093622717531,1.7174718237322877
17,ETL-SAMPLE-50000016,2.7269426373732273,1.8759282546573979,1.8882613543870608,4.656588443801982,1.3365403865227306,0.577140212173226,4.315471586552484,2.038045806860479,-0.0625314558470751,3.846401114350558,1.284926854863439,-0.4637457030622944,4.801802979303996,0.9978930615638988,0.9025318053138204,6.327462881033462,1.2675366690116396,0.356421284753871,5.352032753372529,1.6290356540825168,0.8224850151281381,-155.041552626519,-75.425263027,0.00010131053739,-1.0738989266,0.025686812563734333,0.045167343994219955,-0.15101527715603252,-0.6757818132667299,0.03957324497944517,0.02004963544559983,0.170911381674563,-0.303923793800179,-0.20722107624622618,0.461169697543828,-0.39589449796026094,-0.11153969171895858,0.05881030495905837,0.23871825602234642,-0.10737963447123694,0.018847172489145414,-0.15155160846314564,0.30617039650085004,1.511208831409038,0.7987227955449887,-0.7071454176238159,-0.06539862653955057,-0.3256830782333234,1.4706220726373844
18,ETL-SAMPLE-50000017,2.8024789529435377,1.8459626359133947,1.6940136427821506,4.696504570430085,1.5926962547636092,-0.6324796661745238,4.042308767227572,2.0186563026060025,0.34008734670566215,4.025253585872788,1.1604709752913474,0.3313249636782438,6.425876320700842,1.7116609111145484,-0.440502491835761,4.795526584414613,1.775174384740856,-1.0249414856474044,5.785841580111471,1.2668173539304437,-0.7116585343691628,-155.039913712863,-75.415959743,-5.3078694028e-05,-1.0304127392,-0.009045463312367774,0.06044169596691479,-0.15610163453484405,-0.7387383549823747,-0.007887895988747503,0.006035651526806711,0.14442543558691082,-0.24042875695695418,0.02493504419895228,0.42630093650276746,-0.09718660867966555,0.03309970130754548,0.01735049916451215,0.14838016918530184,-0.21353194789864594,0.02739073837214212,-0.05356577962376632,-0.1102402619160916,1.8333407545835116,0.8856803422639293,0.09033362908533675,-0.13697049316142157,1.0325443286661076,1.6827353828364964
19,ETL-SAMPLE-50000018,2.5990353494119964,1.8510784800707814,1.8531071284858114,4.448653201937021,1.8895022163808195,0.6152356309496385,3.9044847261142066,1.0255760871758173,-0.07694513684428944,3.711355063668181,1.9087052948076573,-0.5065267877912386,5.1928874906526294,1.627985024762828,0.9206460364263577,4.731421808283222,2.324622391650414,0.7776815958543952,6.171409487275786,1.8666734246032308,0.4007043805148205,-155.045070733772,-75.418867377,4.5626542445e-05,-1.1552395229,-0.019601719717635014,0.007133677085705395,-0.15313226709185282,-0.5917193256766328,-0.047043387819928825,-0.03203719737324235,0.08054141057844347,-0.302223660189821,0.19285554239284747,0.7301871683314746,-0.3916396071819975,0.19606955156795536,-0.07283089428090307,0.09156354795721885,-0.14926872087490214,0.20880497705454,0.2006665302706122,-0.5077544538472034,1.441843637148712,0.7934119356518612,0.7640112190490066,-0.04132016769597794,-0.1697626637925392,1.4601447269517895
20,ETL-SAMPLE-50000019,2.6861592119838953,1.7728100399161766,1.8576308955591978,4.587872889806028,2.140572746066626,-0.3068654946348896,3.825596592422505,1.495730829101777,0.5036801013251869,3.8610069426148548,1.1647004291674454,-0.31852504662994513,4.629987295488505,2.377899431673568,-0.8217827537099318,6.204964005065718,1.9067708262609642,-0.3986081205177329,5.6859381891865,2.249382629208123,0.09290444391513712,-155.044045941281,-75.422960647,-4.8707637699e-05,-1.1279661518,-0.006484692579681747,0.05097466761270545,-0.16556249104667672,-0.6215240225672962,-0.03280825453791637,0.04324344474037123,0.15824108209783924,-0.3437317715180515,-0.14477423548798093,0.678081085286036,-0.8121961820764904,0.012665556870472423,0.10268590292188126,0.20392298385721316,-0.0869144553695756,0.31254844650814756,-0.5635104034024796,0.29960462342345173,1.5902252129007184,-0.037351610036275254,0.07617378254033096,-0.2858156932534734,-0.10899504489352853,1.7232409089165475
21,ETL-SAMPLE-50000020,2.68245598816469,1.7719279734183364,1.9609900899663888,4.396999677793225,1.5055664156809172,0.6704895382125285,3.77421969818555,1.1712724931717715,-0.3981680224750996,3.7461808163313175,2.085795953678884,-0.19935055906197457,6.271956267903799,1.3527623676881335,0.5365144024530937,4.2946816602113955,1.2659094103365156,1.102749335150882,5.341193840047473,1.8868608945166403,0.7435041838922901,-155.039417456965,-75.415344442,8.3759175835e-05,-1.1483433449,-0.0004998362716891747,0.09699476241583056,-0.12619721640295214,-0.6630383502603946,-0.005481863300670354,0.02684350997449307,0.1814885111428831,-0.32639987128199227,-0.16430399991897465,0.7277197387648815,-0.6671113553541874,-0.20902959087327683,0.05112308726788398,0.068089953850738,-0.07088920320070602,0.004785063432080614,-0.27872783727935946,0.11529210396704305,1.5380382898601348,0.5389991135324471,-0.3751902074694121,-0.20137379211240222,-0.8307426382501657,1.119384472484919
22,ETL-SAMPLE-50000021,2.640847308042588,1.8132817851015546,1.8545608472283341,4.6289998175485865,1.6214534577916355,0.6284770551067053,3.8904623057827927,1.1354994806045644,-0.3101957548966635,3.8328055849946514,2.059022392104929,-0.32270008733498545,4.5444466753483885,1.7744918943556525,1.0790756584499284,6.1591536151304,1.845986890560603,0.5308861015475116,5.587191754783048,1.2763688860957496,0.688788955268802,-155.040942684703,-75.422049185,-1.8138482105e-05,-1.1441002128,-0.022188891499397522,0.01824450694768984,-0.16706045671569586,-0.627123472457539,-0.021808050974694498,-0.014337814559651395,0.119014463718707,-0.3096621998458521,0.04145678147021323,0.6228542936295298,-0.7014645066810763,0.06438602634762222,-0.023818402543343213,0.12225163475874258,-0.2154081308457954,0.09180616988705244,-0.08671798223227031,-0.004743258458547306,1.6572042437005503,0.16676267285968888,0.2035717227109297,0.05233582491027569,-0.15797926470481424,1.2581466479665904
23,ETL-SAMPLE-50000022,2.7241531886121946,1.8869743859971926,1.8163082364847871,4.948689087100444,1.9022660819596904,-0.4000982121410299,3.744513717594147,1.0088136883101329,-0.04220556822654897,3.877498375299306,1.7508499428304853,0.5287228681306544,5.358500029410018,1.8969474670802924,-0.8155363883777008,5.883428016089067,2.2462850676995143,-0.2791586721813327,6.564657081249853,1.7145869733521348,-0.23227412161489838,-155.036757078211,-75.420910948,3.2587067185e-05,-1.0778984406,0.04250496552376229,0.06106530012599077,-0.13578549696667616,-0.671230125227628,0.03318093172462252,-0.004906443937361082,0.18020129852178549,-0.2650079541422733,0.1791182892427849,0.61039438440163,-0.5335937057692892,0.1995172145505662,-0.08218389833300663,0.26856253715557526,-0.07991229575617699,0.10695113952036628,0.3887033848081888,0.0973495930403676,1.939789175003067,0.3745363843243368,0.46756942107999244,-0.024221760662656064,0.11110553791793477,1.645389471094206
24,ETL-SAMPLE-50000023,2.6159808988189015,1.799804606269825,2.1066979250874693,4.539810008522752,2.0466259674487297,0.5107021777688968,4.082266544882622,1.646942168148333,-0.5112431837872345,3.636056565141654,0.9839550192318626,0.21317003220116004,5.96771489200523,1.8115327178693852,0.6827925250085499,6.079101116181544,2.1663145420422127,0.2337620613756418,4.4609270699503005,2.2571353701425427,1.0029559676491784,-155.025206920359,-75.421716634,4.3821844539e-05,-1.2007013444,0.018634329148238673,0.07909468769512167,-0.08381425856627316,-0.5021617315656067,0.010578644843433922,-0.05474815574093907,0.2373163102310965,-0.304437343630972,0.09897462825620228,0.9495250893717605,0.03421454961518603,0.31611803980751585,-0.08735912740624308,0.11795521910594951,0.3327138048546841,0.2812938923756447,0.22302308016855768,-0.2865053536276241,0.894188348662747,1.9160270891059543,0.5500780383222681,0.3347001186754419,-1.4671095349415428,1.3062238082624704
25,ETL-SAMPLE-50000024,2.6982836353096635,1.8616647430372568,1.8286505371737396,4.809455346205998,1.6912967091322466,-0.5230361707074195,3.8377110173754923,1.0506343450533526,0.07103544574385762,4.041850923450807,1.8606583262102714,0.4069007970788383,6.3600146197662495,1.601855273194372,-0.27508199089381863,5.480561760094744,1.404815392294115,-0.7805726891598537,5.6434409850311145,2.0099434115065313,-0.6735100685628619,-155.041985233371,-75.426819445,0.00015977829814,-1.0951342686,0.030820432306095193,0.025476067051177095,-0.14692838444951606,-0.6581566382256829,0.027459657231644338,0.002494426680045724,0.15986496056659202,-0.2881849738354975,0.1579362909705604,0.554407198580266,-0.2617157332098948,0.16684597642262688,-0.0004522859893901536,0.29160423365542515,-0.10274797380728888,0.04579148837925762,0.4234973073620613,0.08967658483914108,1.8683452230900892,0.7533643963038421,0.3278767169761976,-0.05210245559239413,0.15806753651542346,1.9504983881070026
26,ETL-SAMPLE-50000025,2.6984301429787036,1.8398807212626693,1.9937331333296588,4.453693133540842,1.8063284746352313,0.5902788562926023,3.9419318337606684,1.0806721440325573,-0.13751775929355559,3.74142092674078,1.8555387482466181,-0.48230966875172987,5.867355682521286,2.0444010062114613,0.4336830323924661,5.776546463759867,1.4846499877957267,0.6331516176443132,4.391735576110832,1.9688852408250477,1.0669505283739016,-155.040111640985,-75.418546699,5.3341145801e-05,-1.1251074556,-0.01872060540249359,0.0996059054926274,-0.12540763453950174,-0.6722618065734671,-0.032398787686554624,-0.045883691316946425,0.20763062002557575,-0.3549429251701979,0.2793691800671898,0.6503678347065356,-0.5046757619190438,0.24079645481035222,-0.11470494614731905,0.11958495869871225,0.014894750001322718,0.018661506604428894,0.3224002176324982,-0.1809445732998277,1.468510066746466,0.8275968721397062,0.8553840747854244,0.17357895841742121,-0.9734332848047775,1.3343422555048083
27,ETL-SAMPLE-50000026,2.7766557395047067,1.813986846632855,1.747145243203229,4.480916137597172,2.04841785807706,0.5103971080887723,4.083699928015736,1.6123943208233111,-0.4867375316982503,3.881783126274889,1.0356490013380275,0.19246959435211006,5.341257888563903,2.3770888249951985,0.2632153309490166,4.802835315765332,2.023665011982225,1.011337037244695,6.145313770580336,1.7975158870041708,0.443717733671781,-155.038943798313,-75.412423703,-7.0809253066e-05,-1.0649695904,-0.004708371384820996,0.08462382120412942,-0.12444602297360575,-0.6835420980674196,-0.015908005199833198,-0.046310357748569585,0.16328726632322926,-0.20195249251909747,0.08454907952257276,0.6563685001137969,-0.16469560525371926,0.15470211001186376,-0.12280107959014513,0.24207955745575452,-0.1570235272641855,0.1694508533801615,-0.00611057817584667,-0.2224632742845717,1.7345119169337353,1.3741819093425283,0.473067201761357,0.08642495742642059,0.47089825373742483,1.315633828616044
28,ETL-SAMPLE-50000027,2.782197941038908,1.7246547449136056,2.093258655038738,5.012969635436137,2.093234129017517,-0.09383393547562395,3.814618820669862,1.264377547250982,-0.4389762079562342,3.9828720414385104,1.4189158605860686,0.5011907119245265,6.035335679213058,2.203272139402305,0.27689299973112114,6.511944268348393,1.831538915680174,-0.15358948526821642,5.7146771809014405,2.4103611540618477,-0.4263188823378793,-155.023404616074,-75.422374969,1.3491727104e-05,-1.121988273,0.01753727690761145,0.11865822470984692,-0.12267091435519366,-0.6531887363813461,0.008327504380623133,-0.0009727214889636969,0.3472073376994807,-0.399594517126834,-0.28293220445664535,0.5325655872423736,-0.507328773719098,-0.07548703532372593,0.0015840654033026196,0.28773764639335236,0.2197014129121811,0.2728961747320234,-0.6004286867079309,0.09557333295027379,1.5050854736574508,0.6273171672218006,-0.3049282267824139,-0.11734872709327951,-1.591242508195185,1.576414041813249
29,ETL-SAMPLE-50000028,2.6990920282413526,1.78246590512013,2.0482673906588555,4.742345790277576,1.1953400331015824,-0.46336853710068254,3.796808298378501,2.1009946133824524,-0.07200357703679035,3.7161237568114456,1.425820393578153,0.5709281480174907,6.0329532297510156,1.0270636347522424,-0.198807053483349,6.064070236636117,1.4622752992134618,-0.5266771403648272,4.854027822488142,1.141620237103635,-0.9308407492491286,-155.029856916012,-75.419676292,1.8534475889e-06,-1.1538161674,-0.01645177614422208,0.11382676445697762,-0.09793107836801236,-0.6304872736171188,-0.008861050714061949,-0.009367073774787935,0.2648460763110785,-0.3637237018776223,-0.24627860328501897,0.6966019757518226,-0.6325550196146908,-0.24580038907925372,0.014093241896267641,0.11339622601991242,0.2765287627576926,0.11010080456851812,-0.2914594579073769,-0.05521010532976885,1.604463040822453,0.5274753478184392,-0.6269415910635148,0.14899377662038119,-1.1857460379595333,1.6572740767611998
