point_id,point_name,f1_C1,f2_H6,f3_C1-H6,f4_O3,f5_O3,f6_O3,f7_H4,f8_H4,f9_H4,f10_H5,f11_H5,f12_H5,f13_H7,f14_H7,f15_H7,f16_H8,f17_H8,f18_H8,f19_H9,f20_H9,f21_H9,wfn_energy,iqa,integration_error,q00,q10,q11c,q11s,q20,q21c,q21s,q22c,q22s,q30,q31c,q31s,q32c,q32s,q33c,q33s,q40,q41c,q41s,q42c,q42s,q43c,q43s,q44c,q44s
11,ETL-SAMPLE-50000010,2.8341335588614287,1.957746639450017,2.0362844772837048,4.738444646130425,1.9887822698778153,0.3152238960320984,4.069883668355586,1.5560985048633647,-0.5168279525685846,4.025409823424395,1.1157597363242502,0.23987919405345504,2.1087957135190862,0.6990703109905353,-2.2346960610293776,2.076126477883876,2.553913930932472,-2.3708025143422566,6.216575008550395,1.784888299279336,0.3139088735415569,-155.045889647628,-38.13518558,-4.2627198787e-05,0.099593148962,-0.039110979430514836,0.002780753742957519,0.07684035332518638,-0.12702674525613275,0.03046201995725818,-0.11080247517851904,0.234941534569791,-0.11208864398656064,-0.3322336770555739,-1.369756542847323,-2.2502389281402913,-0.15026988794343082,0.10845526123664621,1.764083888591089,-0.4758734437070026,-0.6302725352689704,0.3623256994195157,-0.021083752261071124,0.44585820037454543,3.8733132381724893,0.5281489024803309,0.26707542454196737,-1.2542144121058438,1.1371463788135348
12,ETL-SAMPLE-50000011,3.031005105402846,2.169914736380621,1.8584514244608348,4.459264334597151,2.1102056748222267,-0.33437503839583693,4.253338231334801,1.6162647947142768,0.46694350443012234,4.293406014799582,1.1758656625286084,-0.2406921784147248,2.086972751678694,2.429170378477266,-2.057331236820923,2.032728385303756,0.6830978500645231,-2.3181259766559106,6.142319308927924,2.0416752761468744,-0.16710326313768006,-155.041121587984,-38.136894496,-0.00010061466501,0.033734046974,0.04220092425220414,0.04093100700905404,-0.07132250059323077,-0.1940117519132356,-0.2338867655429231,0.07664000284568814,-0.041897721191674765,0.16382958876295475,0.05940320495069712,-1.2542558494553957,-2.6574011186669635,0.4121280738807247,0.05008580632409482,1.8545597473557502,-0.8729162876152762,-0.5433006995317001,-0.571929222859441,0.12937749565508738,0.8724345170050923,2.976209325889024,-0.2417458916982329,-0.22433636075985883,-0.4454432462309879,1.4597710736976799
13,ETL-SAMPLE-50000012,3.0095966113376575,2.1618805445973015,2.0010911620352982,4.633103641712125,1.0656671096134018,0.17612971964027593,4.122166815648108,1.7097450715592497,-0.48003911006182026,4.491121212909032,1.890952331383391,0.3083361874225079,2.045664781910759,2.458948233267652,-2.2360897885278175,2.046869016986407,0.6465099573955712,-1.76778516308821,4.409182613349045,0.6761756723005732,0.14094362192107993,-155.035827886174,-38.138637063,4.4426538451e-05,0.026686779584,0.004957269426575997,0.03130582338638019,-0.11836268307639339,-0.0528269459726576,0.32971480641697837,-0.12977480136198136,-0.07911738286631542,-0.09504637872980308,0.22784843333104177,-0.9485506216467277,-2.606748708322851,-0.5031541193002821,-0.22038073115302334,1.9948726323207557,-0.15599387480819465,-0.0932297525328819,0.8194092036520467,-0.595643000431081,-0.12683299639068915,3.744154975399966,0.18316752534346747,0.8473680207118989,-1.0772356941662071,1.415061422025718
14,ETL-SAMPLE-50000013,2.833845134457335,2.034104074181024,2.020894573004538,4.625019275663005,1.5433474233457527,0.5513894677764802,4.064939812294691,1.971164981132795,-0.3040126483252641,4.17200994174773,1.170425564270869,-0.22809627454226494,2.1313088140228182,0.8342718578162954,-2.2092381688196134,1.9811866437014674,2.716145732053283,-2.169049310893505,5.301129393543061,1.2076227450069354,0.6391690139575283,-155.037601904692,-38.136774369,-0.00015659976481,0.071536781622,-0.14143528083996748,0.028356722849110776,0.002130066828271368,-0.07732880280055439,-0.0632971863571804,-0.11474245994399343,0.13913033384524223,-0.044669779813684134,-1.084846048673791,-1.084247555556063,-2.442868017470353,-0.09856882363936532,0.5034593960459147,1.9083214143426062,-0.45967030739081755,-0.2981717947619131,0.9029822602375294,0.4192491351787094,0.41967489065749103,2.811587353844489,0.9304517928357271,-0.3197449609205256,-1.3886903878904095,0.6539376852013965
15,ETL-SAMPLE-50000014,2.764168177493056,2.1171415920473864,2.0017480437610913,4.519648433731002,2.187307191697824,0.12830090353863424,3.9624842247642587,1.4582937038037151,-0.5002647049227502,4.040297742233714,1.2542068493238903,0.3814302247638918,2.154285367513633,0.8357571307867692,-1.975298729674979,2.031150919392222,2.4780404459101106,-2.382799362873245,5.94144533548853,2.0346454906022022,-0.04477190124669843,-155.040798290687,-38.138228828,-1.6622149038e-05,0.047555178395,-0.1123067772854329,0.09226661086219097,-0.05265081687404011,-0.38783502614837007,0.2188157246908698,-0.20353742175285985,0.07838902207145015,0.048024454551310033,-0.6136481162741092,-0.9455310243218266,-2.243881621581719,-0.7221400132928606,-0.008648789101256844,1.9345899735833543,-0.3479270031368309,-0.9307680915806522,0.06987402521411484,-0.5928910387283423,0.440819281555501,3.9753693277699154,0.9438632552522555,0.6606705565957711,-1.2302452056075572,1.250783758029214
16,ETL-SAMPLE-50000015,2.776113097489032,1.9161287201291626,2.0217855925176544,4.636169983905716,1.1813146255570586,-0.4289139032341975,3.998957341487887,1.3865385308114184,0.4543577740608835,4.055039237357356,2.0585061141828356,-0.20956753515880688,2.065764949996436,0.6202052618967447,-2.2398059226653415,2.108482148716199,2.435631075286621,-2.189331253319751,5.7830119293657205,1.047433979425139,-0.18319067571308753,-155.033411676502,-38.132122142,-3.0546989534e-05,0.11577980988,0.01692292450554739,0.01535340526534524,0.07328953877138449,-0.22948437563717367,-0.00405260835977803,0.06307183948856433,0.11538687849422248,-0.13371452874525155,0.17409612108408212,-1.2161865009443762,-2.5523780282205055,0.023723069960751055,-0.030198221088457468,1.8527597544853622,-0.4350441568103707,-0.7993618741479597,-0.41781990779220934,-0.05611659815413806,0.5773977382648996,2.945421476918265,-0.6000523080621513,0.020998691398460476,-1.1688821980325226,0.9449558452487669
17,ETL-SAMPLE-50000016,2.9014458253463355,2.1163823609114507,1.8991077127877811,4.656588443801982,1.2627434620155433,0.49441934812158306,4.062891488999248,1.418860125578662,-0.5524455679609934,4.1516964922274,2.0442035026817087,0.04038126699324576,2.0637721859288396,2.5417270597963775,-2.191265450825515,2.0124851164269533,0.4851610203440368,-2.3392338102316352,4.565031619703843,0.9532770970988607,0.7960341493536707,-155.041552626519,-38.135978918,-0.00011160913759,0.066555230318,0.05195907327348685,0.04830666434774374,0.012205901522616927,0.18842468501102133,-0.025560535087361936,0.10891756803060763,0.09142205419735208,-0.06677094531321219,0.2054016323434134,-1.5819052587798064,-2.436920289853624,0.1338367713914627,-0.09633188550983363,1.5636640855282948,-0.7200437204874389,-0.1898751785570141,-0.3878788940952552,0.09178094757569802,0.6614028638562647,3.63388153454498,-1.0543237055755479,-0.04063661697894148,-0.846507694813994,1.4222972092225459
18,ETL-SAMPLE-50000017,2.9469261548314765,2.1248383609460437,1.8699351192482085,4.696504570430085,1.3470308770101447,-0.5586111628018887,4.332122796739227,1.2752120929069708,0.39864983487891675,4.338050425180997,2.0127480987829705,0.09369091499840039,2.0273899467190257,0.7904920124172532,-2.1144344449225763,2.051669428505544,2.6007733319451676,-2.5044036456733476,6.1117099892721685,1.415133876999811,-0.3437378776874911,-155.039913712863,-38.137328838,-9.872420581e-07,0.076062830077,-0.05267775040819296,0.05368491674223194,-0.03848336134881816,-0.17214153964382212,0.1762218504302501,-0.253199926550268,0.05652327689147574,0.0894557279318236,-0.7351747380078782,-1.4440439102647682,-2.2306244280469163,-0.6642684284301074,0.27159540829402035,1.7051044978156826,-0.8003390788832957,-0.2866752720025136,0.7538805807844794,0.028946341445905292,1.1294231644935744,3.251117261253561,0.5681146261317567,0.1080624934566737,-0.35629081657709194,1.669502950378854
19,ETL-SAMPLE-50000018,2.934657793107972,2.0376296805834992,1.9696488021344245,4.448653201937021,1.0084650488589855,0.20041619976723724,4.35492930451096,1.921539153760961,0.3073422486386632,4.158354397576401,1.591367749014616,-0.5104858328122243,2.0943481789098923,0.6719026992273679,-2.026310871210504,2.0311535843692345,2.529716852949942,-2.167647822278406,4.2550727502713945,0.7871896548099124,0.6709814902158878,-155.045070733772,-38.136836037,-0.00018525828755,0.059578668678,-0.036025947525532384,0.019533482183709622,-0.009835518335327025,-0.056950574531710665,0.14887465087766252,-0.012136110404022014,-0.06866020067469744,-0.07126733464630292,-0.1238540148839542,-1.072250832317989,-2.467597986702299,-0.20574298887884418,0.136571189552546,1.9336557203667208,-0.34442646830677454,-0.47723260855645167,0.8712924326620517,0.11705323780941858,0.005171299404883967,4.098429907260716,0.015517124761911544,0.07510470935554561,-0.9420122279289873,1.1073519386081254
20,ETL-SAMPLE-50000019,2.912009360419769,2.097738998630102,1.9094185841152593,4.587872889806028,1.765232640813507,0.5527067267841725,4.097955946380447,1.8433315932441872,-0.37697572153909453,4.012798828317227,1.082131909321725,-0.08740079486170928,2.086714857870248,0.6470180621211926,-2.12876857931288,2.0520246828004214,2.4434057354152516,-1.9972621611973171,5.6439342256927425,2.0109626534006866,0.40929546417993734,-155.044045941281,-38.138183654,-0.00017299095982,0.049342001214,-0.0023504590850030455,0.0810740572865387,-0.07350727074434137,-0.11287855788765017,-0.08544793182051973,0.054279377894320316,-0.13396450521548212,0.08517262019925291,0.213791037679465,-1.107239435722966,-2.7044573838894523,0.31475953548815083,-0.0642760905085773,1.9743618750458827,-0.536611542414144,-0.6222232910920589,0.06236590525383904,0.04852711996510599,0.35949749270987597,3.4338307675336845,0.2053482950083881,-0.13082762368529496,-0.9523669658366579,0.9936144348468411
21,ETL-SAMPLE-50000020,2.8435336120606816,2.153987268105875,2.042980586942639,4.396999677793225,1.2520782268981285,-0.5516818693437199,4.248708465801444,1.3529069565684932,0.3819478396621486,3.996653939956225,2.059842520246638,-0.09516077552756384,2.0967649296797712,0.6057345356487244,-2.068702642648478,2.093667085964619,2.590589929781831,-2.1111014339221614,4.262840306679149,1.1323708823270278,-0.9756280411278545,-155.039417456965,-38.139624038,-2.7669155087e-05,0.028330298401,-0.0025712285838199803,0.07840261845194885,-0.04402266080137906,0.08603770673944353,0.002714160749672065,-0.07780344412425252,0.1316947747249204,-0.2207726192246123,-0.27813772052375624,-1.190811846860319,-2.686434426354869,-0.19223749681620603,-0.011668971508385433,1.7927606193611036,-0.1836272665210727,-0.1217269395580614,-0.05315833218666432,0.34269953419085797,0.2209381901637751,3.4486449558085157,-0.3470105305301356,0.16095889150315792,-1.3177653122826167,1.7470849018216132
22,ETL-SAMPLE-50000021,2.941043288503403,2.146200621283286,1.8329662505354285,4.6289998175485865,1.7191064471791588,0.5395787767577038,4.249734302083722,1.8491932930864294,-0.37744862596444156,4.135168107589774,1.0516995888141798,-0.08632470755648518,2.008356080507569,0.5920553160852461,-2.4866161463421905,2.014309348039834,2.6598496799109723,-2.3059447981435275,4.364632732755952,1.835066857686852,0.9329713656238818,-155.040942684703,-38.13470558,-2.6595014108e-05,0.064046304961,-0.008273453325881313,0.005197680914216217,0.041111383571292626,0.2235697584758131,-0.11950688494166849,0.029856197949094682,0.15640894844365533,0.005575475659693076,-0.20016069570723882,-1.7957880222492153,-2.4265280103654487,0.30306478756985056,0.09365526033634802,1.383023822540449,-0.9948707971053203,-0.20541859231875456,0.5079734325730543,0.34850907909473056,1.186672371981572,2.952963005930005,0.32587866670832855,-0.3057161233393173,-0.36534407993355783,1.1082723908394556
23,ETL-SAMPLE-50000022,2.9033951495750108,2.051693156540974,1.9615731014851696,4.948689087100444,1.8568034218808558,0.3900297029011957,4.142808732894679,1.0978543357964528,0.04036732924984319,3.9888220995473036,1.7725530075526126,-0.5076539414179918,2.144647126529659,2.552155882622629,-2.3693991308331923,2.1462799211323307,0.8052086350678764,-1.915094509943609,6.218974811245096,1.9206486382642605,0.13305110169550735,-155.036757078211,-38.140270828,-0.00014960146604,0.037274306869,-0.0624332504146293,0.08462153863339364,-0.002046017406428187,-0.2627196737786712,0.2325789050062611,-0.21655514451862273,-0.03262570588386063,-0.04067697218322686,-0.46070265313234954,-1.1034918322234035,-2.3487977286355264,-0.7020179262962224,0.06374691868159234,1.9696142819900961,-0.39660653652119554,-0.6839490879587906,1.097090524919872,-0.11148591763443201,0.23305439178372453,3.562261332886384,1.4098942609594927,0.7887909927433683,-0.9934571327188851,1.2175956705815008
24,ETL-SAMPLE-50000023,3.005616122202972,2.054342767986513,2.0485847380738136,4.539810008522752,1.0422872980807505,-0.2556910118247681,4.340943151768758,1.9965457454650053,-0.26383543361264383,4.340715762373963,1.5354513777917254,0.4662228417574904,2.0765342501524278,2.5188046471373196,-2.29769928456327,2.051144357435133,0.4463172667347001,-2.363912037511346,4.920892687362894,0.6776073571447424,-0.14211943090462004,-155.025206920359,-38.134744869,0.00032289667997,0.042687761661,0.03877836541210278,-0.04136815023829385,0.05509815588724831,0.21862079364099707,0.06476330516418038,0.10520603810810024,0.29311600175415004,-0.25183899943876076,0.48456993200375303,-1.474268685562537,-2.5857209930912557,0.1280799736527777,-0.2751322892603836,1.7279949264914487,-0.4380162491472771,-0.03875179015232255,-0.2247752451741848,-0.14352971104557039,0.5702337381728113,2.8974045489813713,-0.7126677776044427,0.15029203197328161,-1.1866602900244916,1.3145229358510027
25,ETL-SAMPLE-50000024,2.8443001462412947,2.1225675593916185,1.7472284903574882,4.809455346205998,1.6205859156095477,-0.5030386695765318,3.703077614684749,2.04712039444902,0.3284041723511515,4.002271493559457,1.1553099382348664,0.3329262788812469,2.0739272505129818,2.6687923286028257,-2.468481255279042,1.9948264425501188,0.7217667682089495,-2.397025821779057,6.253825862409817,1.5338028492814129,-0.30672585893745874,-155.041985233371,-38.132762922,-9.365319579e-05,0.094705980612,-0.011695246647368818,0.05048430675173485,0.017248388070241108,0.044931155622749575,-0.11064461471445725,-0.16057745880925503,0.1510183328555478,0.20320009481474866,-0.6484953375541682,-1.6702063437544068,-2.023001986174783,-0.06755382255316145,0.28945787906159126,1.3095027065810938,-1.1582092812000677,-0.29330142988198,0.6523833549874178,0.36114374372936353,1.771228922027362,3.3501997495270217,0.4408290423601694,-0.3418447523982937,0.10265619068757524,1.5228685378200024
26,ETL-SAMPLE-50000025,2.774799384292175,2.0064744299666937,1.9780803376039986,4.453693133540842,2.0877573634509545,-0.34042637452761676,4.091448874860435,1.1412081770704423,-0.2047788338140153,4.097212724658737,1.5995341686373392,0.4590841164768443,2.105948568888668,0.6485843385788614,-2.085648906768998,2.1043480389140883,2.584441115821234,-2.2528693112248708,4.534997466786186,2.267894820538456,-0.7942164627368429,-155.040111640985,-38.136314757,6.4830329298e-06,0.073075667924,-0.026502895460898963,0.0740853511796904,0.049562412611341033,-0.01384028808554726,0.0542435392872311,-0.08948795307725316,0.10058831622610334,-0.1335208563376814,-0.2148303892500893,-1.2391118183721723,-2.6930978539217825,-0.24747327261746851,0.10198803724010766,1.7841515708154971,-0.5003497048028926,-0.5189404549133293,0.15206239568026614,-0.14780816910934344,0.3442153651197144,2.999507819706257,0.6954545857328045,0.1127028801262335,-1.1840129090083515,1.1101534264678155
27,ETL-SAMPLE-50000026,2.9164658060904296,2.04860371526151,1.8866886099409719,4.480916137597172,2.216211213338581,0.02163507759038309,4.2932239725479455,1.3041012889484405,0.3635271176214625,4.249470668902081,1.4118815464592043,-0.45483611145305336,2.083281955298498,2.3532811865363215,-2.2189827656682146,2.144885587652492,0.5138728277469979,-1.9602704139265559,4.316893934617699,2.4532293132710614,-0.4543093254897548,-155.038943798313,-38.13560939,9.0459830823e-05,0.050846120139,-0.018067024879614098,0.07758767383875018,-0.001228353473125457,-0.07207466543906557,0.14068372427820464,0.026170817159249873,-0.06494059042121422,0.052326466989358875,0.6177261422794472,-0.945550931243826,-2.4908475380105184,-0.27583715131333736,-0.42391688113383913,1.8995985132589694,-0.7141253706318482,-0.05544165431321196,-1.6076750365123247,-0.978204527419672,0.36936961298672927,3.370894645524697,-0.170402803163335,0.49153009995476765,-0.7835800522577335,1.272890950208005
28,ETL-SAMPLE-50000027,2.9670887772881516,2.0699124030611755,1.9920424975511315,5.012969635436137,1.0776163597052193,0.0276278817007758,3.962540400737804,1.7761623017693626,-0.46924982226387296,3.9597855699360327,1.8600792875583618,0.468742664177312,2.137143614938601,2.72560747860045,-2.0095216447580984,2.2727226002328367,0.6806279328803875,-2.5607601833875364,6.06347402976738,1.0707851694012902,0.3106435996844598,-155.023404616074,-38.138583488,0.00019335698604,-0.014188033112,-0.07893782027852639,0.04554324083496436,0.13800740084516797,0.08811891758313506,-0.26456780894747384,0.15292718213516115,0.2656019909529003,-0.25548783778092893,-0.5647115234508213,-1.5163960962670655,-2.4032203920657857,0.6528767565135666,0.4211978130837085,1.5100375716179402,-0.5979603453148566,-0.05473344123018043,0.7214037771445306,0.9436790770399913,0.715678593463343,3.693668523576715,0.5093918440899836,-1.328624289455819,-1.2498043990142922,1.4747092048037336
29,ETL-SAMPLE-50000028,2.9102589015504474,2.014691647783228,1.9036636402132585,4.742345790277576,2.037577034845048,-0.2822894691269438,4.106789342912037,1.1622999108726924,-0.2470869448730789,4.224633356912289,1.5926839982649166,0.4694495581204986,1.9724380426980956,0.5298153101815605,-2.232608245351128,2.0633824849762026,2.160639916514562,-1.9713004232076772,6.194873782873012,2.047551894928625,-0.06818909792546736,-155.029856916012,-38.133746256,0.00014085869493,0.090387822133,0.1601569811860506,0.06520622336913054,-0.04800239676932723,-0.37795439498755956,-0.24384825522566994,0.07237279564435758,-0.20742577420510905,0.07978813710699213,1.0115892833168798,-0.8648328698597442,-2.2460225583159366,0.6565347064682899,-0.3040298922572764,2.1058183121031973,-0.46107704008734185,-0.4872532484053007,-1.4792396656624727,-0.5656030802012342,0.40897726875952156,2.4810023202592775,-1.3992335785900558,-0.05964549653894654,-0.7985762670344024,0.9659585211665432
